event_key,event_date,publish_date,title,content,ent_info
2016 Ecuador earthquake,4/16/2016,,Ecuador declares national mourning as quake death toll rises to 646,"The town of Pedernales was devastated by the earthquake A week after Ecuador 's devastating earthquake , President Rafael Correa has said the number of fatalities has risen to 646 . 
President Correa said that another 130 people were still missing . 
He announced eight days of national mourning for the victims of the worst tragedy to hit the South American nation in decades . 
The 7.8 magnitude quake struck off the Ecuadorean coast on 16 April , injuring thousands and destroying many towns . ' National tragedy '- 
"" These have been sad days for the homeland . 
The country is in crisis , "" Mr Correa said on his weekly Saturday television broadcast . Mr Correa praised the 27 countries who sent rescue teams over the past week and said that 113 people had been rescued alive from the rubble . "" This is an amazing figure , which made all this effort worthwhile , "" he added . 
Image copyright AP Image caption Mr Correa ( in white ) said this was the worst tragedy to hit Ecuador in nearly six decades Image copyright Reuters Image caption More than 26,000 people are living in shelters across the country Image copyright AFP Image caption Chile is one of many countries that sent rescue workers to the quake - hit areas in Ecuador Mr Correa also announced that "" in the next few hours "" he would sign a decree declaring eight days of national mourning . "" It has been a national tragedy , but we will recover , "" said Mr Correa . ","Pedernales|3|0|LOC|None
A|9|0|TIME|None
Ecuador|12;19;62|0;6;6|LOC|loc
646|29|0|NUM|death
130 people|5 6|1|NUM|None
eight|2;81|2;6|TIME|None
decades|21|2|TIME|None
7.8 magnitude|1 2|3|MAG|mag
16|10|3|TIME|None
thousands|14|3|NUM|None
weekly|12|5|TIME|None
Saturday|13|5|TIME|None
27 countries|21 22|5|NUM|None
the past|28 29|5|TIME|None
113 people|34 35|5|NUM|None
nearly six|21 22|6|TIME|None
More than 26,000 people|29 30 31 32|6|NUM|None
Chile|45|6|LOC|None
one|47|6|NUM|None
the next few|70 71 72|6|TIME|None
"
2016 Ecuador earthquake,4/16/2016,,4 Canadians now confirmed dead in Ecuador earthquake,"International Development Minister Marie - Claude 
Bibeau says that four Canadians are confirmed dead as a result of Saturday 's earthquake in Ecuador . 
Montrealer Jennifer Mawn and her 12 - year - old son Arthur Laflamme had earlier been identified among the dead . 
The identities of the other two Canadians killed have not been released , as consular officials work to locate their family members . 
Officials say 507 people were killed , with many more injured in the 7.8 magnitude earthquake along the country 's Pacific coast . 
Casualty figures could still rise as emergency teams search for missing people . A statement from Global Affairs Canada said Canada will be giving $ 1 million to humanitarian organizations working in the region to address basic needs like shelter , clean water , health , sanitation and other basic services .. The statement also said the defence department has deployed the Canadian disaster assessment team to look at the situation on the ground , following an official request for assistance from the Ecuadorian government Monday . 
Based on this advance team 's evaluation , Canada will make a decision on sending the Canadian military 's disaster assistance response team ( DART . ) ","four Canadians|3 4|1|NUM|None
Saturday|12|1|TIME|None
Ecuador|16|1|LOC|loc
12 - year -|5 6 7 8|2|TIME|None
two Canadians|5 6|3|NUM|None
507 people|2 3|4|NUM|death
7.8 magnitude|13 14|4|MAG|mag
Pacific|20|4|LOC|None
Canada|20;8|5;6|LOC|None
Monday|85|5|TIME|None
"
2015 Chile earthquake,9/16/2015,,Chile quake triggers mass evacuation and tsunami alert,"Media playback is unsupported on your device Media caption Drone footage shows earthquake damage in the town of Los Vilos One million people had to leave their homes in Chile after a powerful quake hit the country 's central region . 
At least 10 people died when the 8.3 - magnitude quake hit at at 19:54 local time ( 22:54 GMT ) . 
Residents of Illapel , near the quake 's epicentre , fled into the streets in terror as their homes began to sway . 
In the coastal town of Coquimbo , waves of 4.7 m ( 15 ft ) hit the shore . 
A tsunami alert was issued for the entire Chilean coast but has since been lifted . 
Tsunami waves also hit the coast further north and south of the quake 's epicentre , with waves half a metre higher than usual as far north as La Punta . 
The quake lasted for more than three minutes and there have been dozens of aftershocks . ","Los|18|0|LOC|None
One million people|20 21 22|0|NUM|None
Chile|29|0|LOC|loc
At least 10 people|0 1 2 3|1|NUM|death
8.3 - magnitude|7 8 9|1|MAG|mag
19:54 local|14 15|1|TIME|None
22:54|18|1|TIME|None
Illapel|2|2|LOC|None
Coquimbo|5|3|LOC|None
4.7 m|9 10|3|NUM|None
15 ft )|12 13 14|3|NUM|None
half a metre|18 19 20|5|NUM|None
La|28|5|LOC|None
more than three|4 5 6|6|TIME|None
dozens|12|6|NUM|None
"
2015 Chile earthquake,9/16/2015,9/16/2015,"A massive earthquake shook Chile, causing 15-foot waves and flooding","A powerful earthquake hit Chile 's Northern coast Wednesday night , killing at least three people in a quake that could be felt as far away as Buenos Aires , Argentina , according to Reuters . 
The earthquake 's initial magnitude was updated to 8.3 from 7.9 , one of the largest earthquakes to hit the area in recent years . "" Once again we 're having to deal with another harsh blow from nature . 
Unfortunately we 've received information that as of now we are certain three people are confirmed dead , "" Chile President Michelle Bachelet said in a televised statement . 
Authorities issued a tsunami alert for the Chile 's entire coast . 
The quake injured a number of people and caused damage to buildings and houses . 
Waves of up to 15 feet pounded Chile 's coastal town of Coquimbo , according to Reuters . "" We 're going through a really grave situation with the tsunami . 
We have residential neighborhoods that have flooded .... the ocean has reached the ( Coquimbo ) downtown area , "" Coquimbo Mayor Cristian Galleguillos said , according to Reuters . ","Chile|4;19;7;7|0;2;3;5|LOC|loc
Northern|6|0|LOC|None
Wednesday|8|0|TIME|None
at least three people|12 13 14 15|0|NUM|death
Buenos|27|0|LOC|None
Argentina|30|0|LOC|None
8.3|8|1|NUM|mag
7.9|10|1|NUM|None
one|12|1|NUM|None
recent|22|1|TIME|None
three people|12 13|2|NUM|death
up to 15 feet|2 3 4 5|5|NUM|None
Coquimbo|12;14;20|5;6;6|LOC|None
"
2015 Chile earthquake,9/16/2015,9/17/2015,1 million evacuated as Chile hit by magnitude 8.3 earthquake,"This article is more than 4 years old This article is more than 4 years old Eight people have been killed and 1 million evacuated from their homes after a magnitude 8.3 earthquake struck just off the coast of Chile , sending powerful waves flooding into its coastal cities . 
Coastlines on both sides of the Pacific had braced for possible tsunamis after the quake , although a tsunami alert originally issued for the entire Chilean coast was later lifted . 
Chile ’s ministry of the interior and public security said 20 people have been injured , but phone networks remain down in parts of the country so the full extent of damage and injury is not yet known . Facebook Twitter Pinterest 
A map showing the potential tsunami danger after the earthquake off the coast of Chile . 
Photograph : @cppgeophysics / Twitter A tsunami hit the coastal Chilean city of Tongoy at about 8.20 pm local time , a little more than 25 minutes after the earthquake . 
Pictures appeared to show the city of Concón , popular with tourists , being deluged by waves . 
Chile ’s President Michelle Bachelet spoke on national television , saying Tongoy and Coquimbo had been extensively flooded and damaged . ","more than 4 years|3 4 5 6;11 12 13 14|0;0|TIME|None
Eight people|16 17|0|NUM|death
1 million|22 23|0|NUM|None
magnitude 8.3|30 31|0|MAG|mag
Chile|39;0;14;0|0;2;3;6|LOC|loc
Pacific|6|1|LOC|None
20 people|10 11|2|NUM|injure
Tongoy|13;11|4;6|LOC|None
about 8.20|15 16|4|TIME|None
a little more than 25|21 22 23 24 25|4|TIME|None
Concón|7|5|LOC|None
Coquimbo|13|6|LOC|None
"
2015 Chile earthquake,9/16/2015,9/16/2015,"Small Tsunami Reaches Hawaii and California, Widespread Damage Reported in Chile","Photo by Claudio Reyes / AFP / Getty Images Update , Sept. 17 : 
Tide gauge data now shows the tsunami has reached Hawaii , with waves measuring 2 to 4 feet above normal tide level . 
That ’s probably not enough to inflict any damage , but Hawaii has closed beaches and urged people to stay out of the water all day as a precaution . 
Advertisement In Chile , daylight has revealed widespread damage from the 15 - foot tsunami . 
Vista aérea del desastre # fuerzaNorte pic.twitter.com/uQFGh7eqPy — Radio Paula ? 100.5 ( @RadioPaulaFM ) 
September 17 , 2015 A witness in Chile told the Guardian that the waves destroyed coastal houses and that there was “ sheer terror and anguish ” in the immediate minutes following the earthquake as survivors fled uphill to safety . 
Media reports indicate that at least 10 people have died in Chile and more than a million people have evacuated . ","Sept.|11|0|TIME|None
Hawaii|9;11|1;2|LOC|None
2 to 4 feet|14 15 16 17|1|NUM|None
all|24|2|TIME|None
Chile|2;7;11|3;5;6|LOC|loc
15 - foot|11 12 13|3|NUM|None
September 17 ,|0 1 2|5|TIME|None
the immediate|28 29|5|TIME|None
at least 10 people|4 5 6 7|6|NUM|death
more than a million people|13 14 15 16 17|6|NUM|None
"
2015 Chile earthquake,9/16/2015,,Darwin's Encounter with a Chilean Earthquake,"Last week , Chile suffered a massive magnitude 8.3 earthquake . 
You can read the USGS 's summary here , and an overview of the science behind it here . 
Thanks to excellent earthquake preparedness , even a quake that massive followed by a fifteen - foot tsunami , while dealing quite a bit of damage , had a surprisingly low human toll . 
So far , just over a dozen people have been reported dead , and a handful are missing . 
It 's remarkable that events that flattened buildings and left boats stranded ashore did n't hurt or kill more people , but Chile has been dealing with frequent , massive quakes for as long as people have lived there . 
They 've learned to live with them as best as humans can . 
This is the power of stringent seismic building codes , strong emergency services networks , and an earthquake - aware populace . ","Last|0|0|TIME|None
Chile|3;22|0;4|LOC|loc
magnitude 8.3|7 8|0|MAG|mag
fifteen - foot|14 15 16|2|NUM|None
just over a dozen people|3 4 5 6 7|3|NUM|death
"
2015 Chile earthquake,9/16/2015,,Thousands Left Homeless by Giant Chile Earthquake,"Rescue workers in Chile after a massive earthquake that killed 12 people . 
More than 9,000 people were left homeless after a powerful earthquake hit northern and central Chile last week , officials said on Sunday , dramatically increasing previous estimates . 
The death toll from the 8.3 magnitude quake that struck on September 16 remained at 13 , with four still missing , said Deputy Interior Minister Mahmud Aleuy . 
The number of people left homeless however jumped drastically from 3,500 , as officials scour remote towns in the Coquimbo region , more than 260 kilometers north of Santiago , where the quake epicenter was located . 
We hope that by Friday we will have surveyed all of the people who were affected , "" Aleuy said . 
The offshore earthquake was the sixth strongest in the history of geologically volatile Chile and the most powerful anywhere in the world this year , officials say . 
Emergency personnel backed by soldiers were still busy cleaning up the coastal city of Coquimbo , which was a jumble of fishing boats , destroyed homes , vendors ' stands and vehicles washed up by the tsunami waves that followed the quake . ","Chile|3;15;13|0;1;5|LOC|loc
12 people|10 11|0|NUM|death
More than 9,000 people|0 1 2 3|1|NUM|None
last|16|1|TIME|None
Sunday|22|1|TIME|None
8.3 magnitude|5 6|2|MAG|mag
September|11|2|TIME|None
13|15|2|TIME|death
four still missing|18 19 20|2|NUM|None
3,500|10|3|NUM|None
Coquimbo|19;14|3;6|LOC|None
more than 260 kilometers|22 23 24 25|3|NUM|None
Santiago|28|3|LOC|None
Friday|4|4|TIME|None
this|22|5|TIME|None
"
2015 Chile earthquake,9/16/2015,,Antofagasta closes mines following Chile earthquake,"Operations were suspended at two major copper mines operated by Codelco and UK - listed Antofagasta after a magnitude 8.3 earthquake struck off the coast of Chile on Wednesday , killing at least five people and slamming powerful waves into coastal towns . 
The closure of the mines , which generate an annual capacity of more than 600,000 tonnes , drove copper prices on the London Metal Exchange to two - month highs in early Asian trading as worries about supply disruptions offset lingering concerns about demand from China amid copper 's longest rout in years . 
Workers at Antofagasta ’s Los Pelambres operation were safe and installations did not suffer any damage , the company said in an statement . 
Anglo American and BHP Billiton said their mines were unaffected , as did Pan Pacific Copper . 
Codelco , the largest copper- mining company globally , also said its staff and operations were unharmed in the quake that prompted the evacuation of personnel from facilities in coastal areas , including processing plants and ports , amid a tsunami warning . 
The earthquake hit 34 miles outside the town of Illapel in the region of Coquimbo , according to the US Geological Survey . 
At least one person died and nine were injured as adobe structures crumbled in Illapel , while waves measuring as high as 4.5 metres were reported in Coquimbo . Photo : Reuters Chile is one of the most earthquake - prone nations in the world . ","two major copper mines|4 5 6 7|0|NUM|None
Codelco|10|0|LOC|None
UK|12|0|LOC|None
Antofagasta|15|0|LOC|None
magnitude 8.3|18 19|0|MAG|mag
Chile|26|0|LOC|loc
Wednesday|28|0|TIME|None
at least five people|31 32 33 34|0|NUM|death
more than 600,000 tonnes|12 13 14 15|1|NUM|None
two -|26 27|1|TIME|None
China|45|1|LOC|None
years|52|1|TIME|None
34 miles|3 4|5|NUM|None
Illapel|9;14|5;6|LOC|None
Coquimbo|14;27|5;6|LOC|None
At least one person|0 1 2 3|6|NUM|None
nine|6|6|NUM|None
as high as 4.5 metres|19 20 21 22 23|6|NUM|None
"
2015 Chile earthquake,9/16/2015,9/17/2015,How Facebook is helping Chileans after Wednesday’s earthquake,"If you have friends in Chile who are on Facebook , you may have been surprised this morning to receive notifications saying that they are safe after an 8.4 - magnitude earthquake rocked the South American nation on Wednesday night . 
The notifications are sent out thanks to the social media platform ’s Safety Check application , which was first used after the earthquake in Nepal earlier this year . 
But until last night , it had not been utilized on a large scale for Spanish - speaking users . 
The app tracks users who are in the affected area based on their profile location , and asks them to confirm their status and that of their acquaintances . 
The app tracks users who are in the affected area , and asks them to confirm their status According to their Facebook profiles , Chilean residents received notifications last night asking them to confirm if they were “ well . ” 
“ Let your friends know that you are safe , ” a pop - up window says . 
Once the user responds , their friends receive a notification . ","Chile|5|0|LOC|loc
this|16|0|TIME|None
8.4 - magnitude|28 29 30|0|MAG|mag
Wednesday|38|0|TIME|None
Nepal|24|1|LOC|None
earlier this|25 26|1|TIME|None
last|2;28|2;4|TIME|None
"
2015 Chile earthquake,9/16/2015,9/16/2015,Chile earthquake: 8.3-magnitude quake strikes off coast,"At least five people were killed and 1 million evacuated from affected areas , when a powerful 8.3 - magnitude earthquake struck Chile Wednesday , the director of the National Office of Emergency for the Chilean Ministry of Interior , Ricardo Toro , announced at a Santiago news conference early Thursday morning . 
[ Breaking news alert , posted at 10:53 p.m. ET Wednesday ] At least three people were killed when a powerful earthquake struck Chile on Wednesday , President Michelle Bachelet said . 
The victims included a 35 - year - old woman who was killed by a falling roof , a 20 - year - old woman who was killed by falling rocks and a man in his 80s who had a heart attack , Bachelet said . [ Previous story , posted at 10:24 p.m. ET Wednesday ] A powerful 8.3 - magnitude earthquake struck off Chile 's coast on Wednesday , triggering a tsunami alert and coastal evacuations . A woman was killed in the city of Illapel , Chilean National Police spokesman Oscar Llanten told CNN sister network CNN Chile . 
At least seven people were injured in the quake , he said , three of whom are in serious condition . 
There were also reports of damages to homes in Illapel , Interior Minister Jorge Burgos told reporters . 
According to a preliminary assessment from the U.S. Geological Survey , the quake 's epicenter was about 54 kilometers ( 34 miles ) west of Illapel . 
It occurred around 7:54 p.m. ( 6:54 p.m. ET ) and had a depth of 33 kilometers ( 20.5 miles ) , USGS said . ","At least five people|0 1 2 3|0|NUM|death
1 million|7 8|0|NUM|None
8.3 - magnitude|17 18 19;59 60 61|0;2|MAG|mag
Chile|22;23;65;100|0;1;2;2|LOC|loc
Wednesday|23;25;55;69|0;1;2;2|TIME|None
Santiago|46|0|LOC|None
early Thursday|49 50|0|TIME|None
10:53 p.m.|7 8|1|TIME|None
At least three people|12 13 14 15|1|NUM|death
35 - year -|4 5 6 7|2|TIME|None
20 - year -|19 20 21 22|2|TIME|None
80s|36|2|TIME|None
10:24 p.m.|52 53|2|TIME|None
Illapel|87;9;25|2;4;5|LOC|None
At least seven people|0 1 2 3|3|NUM|None
three|13|3|NUM|None
about 54 kilometers ( 34 miles )|16 17 18 19 20 21 22|5|NUM|None
around 7:54|2 3|6|TIME|None
6:54 p.m.|6 7|6|TIME|None
33 kilometers ( 20.5 miles|15 16 17 18 19|6|NUM|None
"
2015 Chile earthquake,9/16/2015,9/18/2015,Chile Quake Causes Tsunami To Reach Japan,"Agence France - Presse / Getty Images For Japan , the Chile earthquake was more than 10,000 miles away , yet its effects were felt right at home . 
Agency said tsunami waves triggered by a magnitude 8.3 quake off the coast of central Chile reached Japan Friday morning , although no major damage was reported . 
According to the agency , the highest wave of 80 centimeters ( 2.6 feet ) was observed at Kuji port in Iwate prefecture at 9:38 a.m . 
Most other shores saw a wave of 20 centimeters or less , including Tokyo ’s Harumi area where a 10 - centimeter wave was observed at 10:28 a.m. ","Japan|8;17|0;1|LOC|None
Chile|11;15|0;1|LOC|loc
more than 10,000 miles|14 15 16 17|0|NUM|None
magnitude 8.3|7 8|1|MAG|mag
Friday|18|1|TIME|None
morning|19|1|TIME|None
80 centimeters ( 2.6 feet|9 10 11 12 13|2|NUM|None
Kuji|18|2|LOC|None
Iwate|21|2|LOC|None
9:38|24|2|TIME|None
20 centimeters|7 8|3|NUM|None
Tokyo|13|3|LOC|None
Harumi|15|3|LOC|None
10 - centimeter|19 20 21|3|NUM|None
10:28|26|3|TIME|None
"
2015 Chile earthquake,9/16/2015,9/16/2015,LME copper at 8-week high after Chile quake sparks supply concerns,"The magnitude 8.3 earthquake shook buildings in the capital Santiago and generated a tsunami warning for Chile and Peru . 
Peru this year is on track to become the world 's second - biggest copper miner . 
London copper price hit their highest in nearly two months on Thursday after a powerful earthquake off the coast of Chile sparked concerns about supply disruptions in the world 's biggest copper producer . 
Chile 's state copper miner Codelco said workers at its Ventanas operations , which house a smelter and refinery , had been evacuated . "" We have no problems in any divisions . 
There is no damage to infrastructure or personnel , "" Codelco said in a message on Twitter . 
Less than an hour after the initial earthquake , three aftershocks all greater than magnitudes 6.1 struck the region , the U.S. Geological Survey reported . 
Waves triggered by a strong earthquake had begun hitting the country 's coastline , emergency service said , but there were no immediate reports of damage . ","magnitude 8.3|1 2|0|MAG|mag
Santiago|9|0|LOC|None
Chile|16;20;0|0;2;3|LOC|loc
Peru|18;0|0;1|LOC|None
this|1|1|TIME|None
London|0|2|LOC|None
nearly two|7 8|2|TIME|None
Thursday|11|2|TIME|None
Ventanas|10|3|LOC|None
Less than an|0 1 2|5|TIME|None
three aftershocks|9 10|5|NUM|None
magnitudes 6.1|14 15|5|NUM|None
"
2015 Chile earthquake,9/16/2015,,Chilean Red Cross responds to earthquake,"Update on the situation and response Following the 8.4 earthquake that struck the north of Chile on September 16th 2015 , the National Emergency Office of the Chilean Ministry of the Interior ( ONEMI , per its acronym in Spanish ) reports 13 fatalities , four people missing and nine injured , 62 homes destroyed , 192 houses rendered uninhabitable due to severe damage ; Utilities providers have indicated that 34,009 customers are currently without power and 9,070 customers without drinking water . The National Headquarters of Chilean Red Cross immediately activated the crisis room and are still monitoring and coordinating the response , and 9 branches were activated to respond to the earthquake and tsunami in Arica , Atacama , Coquimbo , Valparaiso and Metropolitan region ( Santiago ) . 60 volunteers are supporting evacuations , monitoring and evaluation actions and 100 volunteers are on alert for deployment . 
Chilean Red Cross moved quickly to reach the area and provide first response . 
Four vehicles with humanitarian personnel and material assistance ( kitchen kits , hygiene kits , water and tools ) for 200 families were deployed to the area and delivered . 
Additionally , a field response team was mobilized from Santiago ( staff specialized in telecommunications , water and sanitation , psychosocial support , logistics and disaster management ) to conduct evaluations in the area . 
For more information : http://www.cruzroja.cl/ Twitter : @CruzRojaChilena Facebook : Cruz ","8.4 earthquake|8 9|0|NUM|mag
Chile|15|0|LOC|loc
September 16th|17 18|0|TIME|None
Spanish|39|0|LOC|None
13 fatalities|42 43|0|NUM|death
four people|45 46|0|NUM|None
nine|49|0|NUM|injure
62 homes|52 53|0|NUM|None
192 houses|56 57|0|NUM|None
34,009 customers|70 71|0|NUM|None
9,070 customers|77 78|0|NUM|None
9 branches|105 106|0|NUM|None
Arica|117|0|LOC|None
Atacama|119|0|LOC|None
Coquimbo|121|0|LOC|None
Valparaiso|123|0|LOC|None
Metropolitan|125|0|LOC|None
Santiago|128;9|0;3|LOC|None
60 volunteers|131 132|0|NUM|None
100 volunteers|142 143|0|NUM|None
Four vehicles|0 1|2|NUM|None
200 families|20 21|2|NUM|None
"
2015 Chile earthquake,9/16/2015,9/17/2015,Facebook’s ‘Safety Check’ Feature Used in Aftermath of 8.3-Magnitude Chile Earthquake,"In the aftermath of the 8.3 - magnitude earthquake that shook Chile Wednesday night , many Facebook users utilized “ Safety Check , ” a feature on the social media website used to give updates to friends during a disaster . Facebook users with friends in the quake - prone nation – including residents of the Chilean capital , Santiago – were prompted to access Safety Check when they logged on . 
The feature displayed a list of Facebook friends near the disaster , divided into three categories : all friends in area , friends marked safe and friends not marked yet . As each friend in the impacted area marked themselves “ safe , ” users connected to them were sent notifications . 
Friends could also mark others “ safe , ” in case that person was unable to access the social media website following the earthquake . The social media website describes the safety feature as a way to “ connect with friends and loved ones during a disaster ” and adds , “ If you 're near a natural disaster , you can tell friends if you 're safe and check to see if they 're safe , too. ” [ [ 253618711 , C ]] According to this post from Facebook co - founder Mark Zuckerberg , Safety Check first launched in October 2014 . 
Facebook previously used the Safety Check feature in late April 2015 to connect survivors of the deadly Nepal earthquake with their loved ones . “ Over the last few years there have been many disasters and crises where people have turned to the Internet for help . 
Each time , we see people use Facebook to check on their loved ones and see if they 're safe . 
Connecting with people is always valuable , but these are the moments when it matters most , ” Zuckerberg wrote . Zuckerberg said the feature was inspired by the devastating , 9.0 - magnitude earthquake and tsunami that hit Japan in March 2011 . The U.S. Geological Survey reported the epicenter of Wednesday ’s earthquake was approximately 29 miles west of Illapel , a town of about 35,000 residents approximately 175 miles north of Santiago . 
The massive quake forced more than 1 million residents to evacuate . ","8.3 - magnitude|5 6 7|0|MAG|mag
Chile|11|0|LOC|loc
Wednesday|12;52|0;5|TIME|None
Santiago|59;74|0;5|LOC|None
three categories|14 15|1|NUM|None
October|102|2|TIME|None
late April|8 9|3|TIME|None
Nepal|17|3|LOC|None
the last few|26 27 28|3|TIME|None
9.0 - magnitude|31 32 33|5|MAG|None
Japan|39|5|LOC|None
March|41|5|TIME|None
approximately 29 miles|56 57 58|5|NUM|None
Illapel|61|5|LOC|None
about 35,000 residents|66 67 68|5|NUM|None
approximately 175 miles|69 70 71|5|NUM|None
more than 1 million residents|4 5 6 7 8|6|NUM|None
"
2019 Ridgecrest earthquakes,7/5/2019,7/6/2019,California had its largest earthquake in years — then an even bigger one hit,"The epicenter was in a remote area about 10 miles northeast of Ridgecrest , Calif. , a city of 28,000 that had already declared a state of emergency after a nearby 6.4 - magnitude tremblor hit on Thursday . 
Its residents , startled from the first quake , were jolted into a new level of anxiety by Friday ’s severe follow - up , and a persistent “ swarm ” of aftershocks is expected to torment them for days , if not weeks . 
AD “ We ’re pretty much scared to death , ” said Nancy Pace , 66 , who runs the Bake My Day pastry business and feared another large quake could hit at “ any second . "" 
AD “ The whole town is definitely on edge , ” she told The Washington Post on Saturday . 
"" We ’re all really struggling with that . 
We ’re grateful we do n’t have a massive disaster yet , but we ’re dealing with our own feelings of being scared . ” Pace and her roommate “ were getting slammed back and forth between the walls ” during the earthquake Friday night — one of the biggest in California history — and had been so afraid of her home collapsing from a subsequent quake that they slept outside on air mattresses along with their neighbors . 
But it was far from a restful sleep . ","about 10 miles|7 8 9|0|NUM|None
Ridgecrest|12|0|LOC|loc
Calif.|14|0|LOC|None
28,000|19|0|NUM|None
6.4 - magnitude|31 32 33|0|MAG|mag
Thursday|37|0|TIME|None
Friday|18;43|1;5|TIME|None
days|39|1|TIME|None
weeks|43|1|TIME|None
66|15|2|TIME|None
Saturday|17|3|TIME|None
one|46|5|NUM|None
California|51|5|LOC|None
"
2019 Ridgecrest earthquakes,7/5/2019,,California shakes from 2nd big quake in 2 days,"The second large earthquake in two days shook the Ridgecrest area of eastern California – in the Mojave desert – last night . 
It took place approximately 34 hours after and 7 miles ( 11 km ) northwest of a 6.4 - magnitude foreshock , which happened on July 4 in a nearby remote area of California ’s San Bernardino County . 
The 7.1 - magnitude earthquake took place at 03:19 UTC on July 6 , 2019 ( 8:19 p.m. Pacific Daylight Time on July 5 ; translate UTC to your time ) . 
The epicenter of the quake was 10.5 miles ( 17 km ) north - northeast of Ridgecrest , California , southwest of Searles Valley and not far from Death Valley National Park . 
Scientists are referring to this earthquake series ( which also consists of numerous minor quakes ) as the Searles sequence . 
The sequence includes two other magnitude 5 + earthquakes , one of which occurred 20 seconds before the 7.1 - magnitude event . 
Relatively minor damage resulted from the initial foreshock , though some building fires were reported in Ridgecrest , California , near the epicenter . ","two|5|0|TIME|None
Ridgecrest|9;16;16|0;3;6|LOC|loc
California|13;33;18;18|0;1;3;6|LOC|None
the Mojave|16 17|0|LOC|None
last|20|0|TIME|None
approximately 34|3 4|1|TIME|None
7 miles|8 9|1|NUM|None
11 km )|11 12 13|1|NUM|None
6.4 - magnitude|17 18 19|1|MAG|mag
July|25|1|TIME|None
San Bernardino|35 36|1|LOC|None
7.1 - magnitude|1 2 3;18 19 20|2;5|MAG|None
03:19 UTC on July 6 ,|8 9 10 11 12 13|2|TIME|None
8:19 p.m. Pacific Daylight Time on July 5 ; translate|16 17 18 19 20 21 22 23 24 25|2|TIME|None
10.5 miles|6 7|3|NUM|None
17 km|9 10|3|NUM|None
Searles|22|3|LOC|None
two other magnitude|3 4 5|5|MAG|None
5 + earthquakes|6 7 8|5|NUM|None
one|10|5|NUM|None
20|14|5|TIME|None
"
2019 Ridgecrest earthquakes,7/5/2019,7/4/2019,"Strong earthquake sets off fires, damages desert city east of Los Angeles","A powerful earthquake struck Southern California on Thursday , touching off house fires and damaging buildings in a desert town northeast of Los Angeles , but authorities had no early reports of injuries . 
The 6.4 magnitude quake , the largest in two decades in the area , struck about 113 miles ( 182 km ) northeast of Los Angeles near the city of Ridgecrest at around 1:30 pm EDT ( 1730 GMT ) , according to the U.S. Geological Survey ( USGS ) . 
The Kern County Fire Department said on Twitter it was working "" nearly 2 dozens incidents ranging from medical assistance to structure fires in and around the city of Ridgecrest , CA . "" Ridgecrest Mayor Peggy Breeden said the city was dealing with fires and broken gas lines , as well as falling objects that hit people , as the city endured many aftershocks . "" We are used to earthquakes but we 're not used to this significance , "" she told MSNBC . 
The quake is the largest in Southern California since the 1994 magnitude 6.6 Northridge earthquake , USGS geophysicist Paul Caruso said . 
That quake , which was centered in a heavily populated area of Los Angeles , caused billions of dollars of damage . 
Breeden said she had never felt a quake "" like this long rolling "" temblor , adding she was driving in her car when it happened and immediately pulled up her emergency brake . 
She said the city of Ridgecrest had asked residents to look after others , especially the elderly , which form a large part of the city 's population . ","Southern|4;6|0;3|LOC|None
Thursday|7|0|TIME|None
Los|22;24;12|0;1;4|LOC|None
6.4 magnitude|1 2|1|MAG|mag
two|8|1|TIME|None
about 113 miles|15 16 17|1|NUM|None
182 km )|19 20 21|1|NUM|None
Ridgecrest|30;29;34;5|1;2;2;6|LOC|loc
1:30 pm|33 34|1|TIME|None
1730|37|1|TIME|None
2 dozens|13 14|2|NUM|None
CA|31|2|LOC|None
1994|10|3|TIME|None
"
2019 Ridgecrest earthquakes,7/5/2019,7/10/2019,Officials investigating possible first fatality from Ridgecrest earthquake,"( CNN ) Police in rural Nevada are investigating the death of a man who was found pinned underneath a vehicle as being possibly connected to the powerful earthquake that struck Ridgecrest , California . The 56 - year - old was last seen alive at a local gas station in Pahrump on July 3 , the Nye County Sheriff 's Office said . 
He was found Tuesday . "" The vehicle that the male was pinned under had been jacked up safely and based on the positioning of the body and the tools found at the scene , the male appeared to be working on the vehicle at the time of his death , "" Sgt. Adam Tippetts said . 
The preliminary details indicate his death may be the result of the Jeep falling off the jacks onto the victim on July 4th during the 6.4 earthquake that jolted Ridgecrest . 
A stronger 7.1 - magnitude struck the same region the following day . 
The identity of the man is not being released until next of kin have been notified . ","Nevada|6|0|LOC|None
Ridgecrest|31|0|LOC|loc
California|33|0|LOC|None
56 - year -|36 37 38 39|0|TIME|None
Pahrump|51|0|LOC|None
July|53;21|0;2|TIME|None
Tuesday|3|1|TIME|None
6.4 earthquake|25 26|2|MAG|mag
7.1 - magnitude|2 3 4|3|MAG|None
the following|9 10|3|TIME|None
"
